"quarter","group","metric","segment","year","category","value"
4,"spring_turkey","participants","month",2012,"4",30507
4,"spring_turkey","participants","month",2012,"5",7629
4,"spring_turkey","participants","month",2013,"0",74
4,"spring_turkey","participants","month",2013,"1",586
4,"spring_turkey","participants","month",2013,"2",2303
4,"spring_turkey","participants","month",2013,"3",3958
4,"spring_turkey","participants","month",2013,"4",35868
4,"spring_turkey","participants","month",2013,"5",9141
4,"spring_turkey","participants","month",2014,"0",88
4,"spring_turkey","participants","month",2014,"1",453
4,"spring_turkey","participants","month",2014,"2",2117
4,"spring_turkey","participants","month",2014,"3",3967
4,"spring_turkey","participants","month",2014,"4",36261
4,"spring_turkey","participants","month",2014,"5",8733
4,"spring_turkey","participants","month",2015,"0",76
4,"spring_turkey","participants","month",2015,"1",489
4,"spring_turkey","participants","month",2015,"2",2095
4,"spring_turkey","participants","month",2015,"3",4976
4,"spring_turkey","participants","month",2015,"4",38022
4,"spring_turkey","participants","month",2015,"5",5929
4,"spring_turkey","participants","month",2016,"0",94
4,"spring_turkey","participants","month",2016,"1",453
4,"spring_turkey","participants","month",2016,"2",2378
4,"spring_turkey","participants","month",2016,"3",4185
4,"spring_turkey","participants","month",2016,"4",34012
4,"spring_turkey","participants","month",2016,"5",9716
4,"spring_turkey","participants - recruited","month",2011,"0",5
4,"spring_turkey","participants - recruited","month",2011,"1",64
4,"spring_turkey","participants - recruited","month",2011,"2",478
4,"spring_turkey","participants - recruited","month",2011,"3",620
4,"spring_turkey","participants - recruited","month",2011,"4",5273
4,"spring_turkey","participants - recruited","month",2011,"5",596
4,"spring_turkey","participants - recruited","month",2012,"0",7
4,"spring_turkey","participants - recruited","month",2012,"1",340
4,"spring_turkey","participants - recruited","month",2012,"2",174
4,"spring_turkey","participants - recruited","month",2012,"3",619
4,"spring_turkey","participants - recruited","month",2012,"4",4661
4,"spring_turkey","participants - recruited","month",2012,"5",1148
4,"spring_turkey","participants - recruited","month",2013,"0",9
4,"spring_turkey","participants - recruited","month",2013,"1",58
4,"spring_turkey","participants - recruited","month",2013,"2",501
4,"spring_turkey","participants - recruited","month",2013,"3",699
4,"spring_turkey","participants - recruited","month",2013,"4",6646
4,"spring_turkey","participants - recruited","month",2013,"5",1816
4,"spring_turkey","participants - recruited","month",2014,"0",6
4,"spring_turkey","participants - recruited","month",2014,"1",45
4,"spring_turkey","participants - recruited","month",2014,"2",486
4,"spring_turkey","participants - recruited","month",2014,"3",668
4,"spring_turkey","participants - recruited","month",2014,"4",6160
4,"spring_turkey","participants - recruited","month",2014,"5",1656
4,"spring_turkey","participants - recruited","month",2015,"0",10
4,"spring_turkey","participants - recruited","month",2015,"1",51
4,"spring_turkey","participants - recruited","month",2015,"2",465
4,"spring_turkey","participants - recruited","month",2015,"3",774
4,"spring_turkey","participants - recruited","month",2015,"4",6189
4,"spring_turkey","participants - recruited","month",2015,"5",1169
4,"spring_turkey","participants - recruited","month",2016,"0",10
4,"spring_turkey","participants - recruited","month",2016,"1",43
4,"spring_turkey","participants - recruited","month",2016,"2",509
4,"spring_turkey","participants - recruited","month",2016,"3",627
4,"spring_turkey","participants - recruited","month",2016,"4",5614
4,"spring_turkey","participants - recruited","month",2016,"5",1623
4,"waterfowl","participants","All",2006,"All",30816
4,"waterfowl","participants","All",2007,"All",31891
4,"waterfowl","participants","All",2008,"All",30466
4,"waterfowl","participants","All",2009,"All",29509
4,"waterfowl","participants","All",2010,"All",28330
4,"waterfowl","participants","All",2011,"All",27913
4,"waterfowl","participants","All",2012,"All",26199
4,"waterfowl","participants","All",2013,"All",27529
4,"waterfowl","participants","All",2014,"All",28771
4,"waterfowl","participants","All",2015,"All",28364
4,"waterfowl","participants","All",2016,"All",28023
4,"waterfowl","participants","gender",2006,"Male",30251
4,"waterfowl","participants","gender",2006,"Female",565
4,"waterfowl","participants","gender",2007,"Male",31242
4,"waterfowl","participants","gender",2007,"Female",649
4,"waterfowl","participants","gender",2008,"Male",29842
4,"waterfowl","participants","gender",2008,"Female",624
4,"waterfowl","participants","gender",2009,"Male",28889
4,"waterfowl","participants","gender",2009,"Female",620
4,"waterfowl","participants","gender",2010,"Male",27716
4,"waterfowl","participants","gender",2010,"Female",614
4,"waterfowl","participants","gender",2011,"Male",27257
4,"waterfowl","participants","gender",2011,"Female",656
4,"waterfowl","participants","gender",2012,"Male",25561
4,"waterfowl","participants","gender",2012,"Female",638
4,"waterfowl","participants","gender",2013,"Male",26735
4,"waterfowl","participants","gender",2013,"Female",794
4,"waterfowl","participants","gender",2014,"Male",27873
4,"waterfowl","participants","gender",2014,"Female",898
4,"waterfowl","participants","gender",2015,"Male",27434
4,"waterfowl","participants","gender",2015,"Female",930
4,"waterfowl","participants","gender",2016,"Male",27080
4,"waterfowl","participants","gender",2016,"Female",943
4,"waterfowl","participants","age",2006,"0-17",1585
4,"waterfowl","participants","age",2006,"18-24",4604
4,"waterfowl","participants","age",2006,"25-34",6274
4,"waterfowl","participants","age",2006,"35-44",6965
4,"waterfowl","participants","age",2006,"45-54",6007
4,"waterfowl","participants","age",2006,"55-64",3650
4,"waterfowl","participants","age",2006,"65+",1731
4,"waterfowl","participants","age",2007,"0-17",1505
4,"waterfowl","participants","age",2007,"18-24",4843
4,"waterfowl","participants","age",2007,"25-34",6475
4,"waterfowl","participants","age",2007,"35-44",6868
4,"waterfowl","participants","age",2007,"45-54",6380
4,"waterfowl","participants","age",2007,"55-64",3974
4,"waterfowl","participants","age",2007,"65+",1846
4,"waterfowl","participants","age",2008,"0-17",1361
4,"waterfowl","participants","age",2008,"18-24",4661
4,"waterfowl","participants","age",2008,"25-34",6375
4,"waterfowl","participants","age",2008,"35-44",6283
4,"waterfowl","participants","age",2008,"45-54",6029
4,"waterfowl","participants","age",2008,"55-64",3943
4,"waterfowl","participants","age",2008,"65+",1814
4,"waterfowl","participants","age",2009,"0-17",1306
4,"waterfowl","participants","age",2009,"18-24",4525
4,"waterfowl","participants","age",2009,"25-34",6244
4,"waterfowl","participants","age",2009,"35-44",5754
4,"waterfowl","participants","age",2009,"45-54",5888
4,"waterfowl","participants","age",2009,"55-64",3942
4,"waterfowl","participants","age",2009,"65+",1850
4,"waterfowl","participants","age",2010,"0-17",1271
4,"waterfowl","participants","age",2010,"18-24",4373
4,"waterfowl","participants","age",2010,"25-34",5968
4,"waterfowl","participants","age",2010,"35-44",5355
4,"waterfowl","participants","age",2010,"45-54",5597
4,"waterfowl","participants","age",2010,"55-64",3982
4,"waterfowl","participants","age",2010,"65+",1784
4,"waterfowl","participants","age",2011,"0-17",1229
4,"waterfowl","participants","age",2011,"18-24",4332
4,"waterfowl","participants","age",2011,"25-34",5919
4,"waterfowl","participants","age",2011,"35-44",5139
4,"waterfowl","participants","age",2011,"45-54",5408
4,"waterfowl","participants","age",2011,"55-64",4050
4,"waterfowl","participants","age",2011,"65+",1836
4,"waterfowl","participants","age",2012,"0-17",1151
4,"waterfowl","participants","age",2012,"18-24",4094
4,"waterfowl","participants","age",2012,"25-34",5641
4,"waterfowl","participants","age",2012,"35-44",4638
4,"waterfowl","participants","age",2012,"45-54",5031
4,"waterfowl","participants","age",2012,"55-64",3823
4,"waterfowl","participants","age",2012,"65+",1821
4,"waterfowl","participants","age",2013,"0-17",1341
4,"waterfowl","participants","age",2013,"18-24",4497
4,"waterfowl","participants","age",2013,"25-34",6192
4,"waterfowl","participants","age",2013,"35-44",4693
4,"waterfowl","participants","age",2013,"45-54",5003
4,"waterfowl","participants","age",2013,"55-64",3894
4,"waterfowl","participants","age",2013,"65+",1909
4,"waterfowl","participants","age",2014,"0-17",1418
4,"waterfowl","participants","age",2014,"18-24",4780
4,"waterfowl","participants","age",2014,"25-34",6623
4,"waterfowl","participants","age",2014,"35-44",4709
4,"waterfowl","participants","age",2014,"45-54",5029
4,"waterfowl","participants","age",2014,"55-64",4083
4,"waterfowl","participants","age",2014,"65+",2129
4,"waterfowl","participants","age",2015,"0-17",1297
4,"waterfowl","participants","age",2015,"18-24",4716
4,"waterfowl","participants","age",2015,"25-34",6578
4,"waterfowl","participants","age",2015,"35-44",4488
4,"waterfowl","participants","age",2015,"45-54",4895
4,"waterfowl","participants","age",2015,"55-64",4145
4,"waterfowl","participants","age",2015,"65+",2245
4,"waterfowl","participants","age",2016,"0-17",1302
4,"waterfowl","participants","age",2016,"18-24",4445
4,"waterfowl","participants","age",2016,"25-34",6638
4,"waterfowl","participants","age",2016,"35-44",4432
4,"waterfowl","participants","age",2016,"45-54",4803
4,"waterfowl","participants","age",2016,"55-64",4087
4,"waterfowl","participants","age",2016,"65+",2316
4,"waterfowl","participants","Residency",2006,"Resident",26933
4,"waterfowl","participants","Residency",2006,"Nonresident",3883
4,"waterfowl","participants","Residency",2007,"Resident",27918
4,"waterfowl","participants","Residency",2007,"Nonresident",3973
4,"waterfowl","participants","Residency",2008,"Resident",26979
4,"waterfowl","participants","Residency",2008,"Nonresident",3487
4,"waterfowl","participants","Residency",2009,"Resident",26471
4,"waterfowl","participants","Residency",2009,"Nonresident",3038
4,"waterfowl","participants","Residency",2010,"Resident",25679
4,"waterfowl","participants","Residency",2010,"Nonresident",2651
4,"waterfowl","participants","Residency",2011,"Resident",25542
4,"waterfowl","participants","Residency",2011,"Nonresident",2371
4,"waterfowl","participants","Residency",2012,"Resident",24036
4,"waterfowl","participants","Residency",2012,"Nonresident",2163
4,"waterfowl","participants","Residency",2013,"Resident",25386
4,"waterfowl","participants","Residency",2013,"Nonresident",2143
4,"waterfowl","participants","Residency",2014,"Resident",26248
4,"waterfowl","participants","Residency",2014,"Nonresident",2523
4,"waterfowl","participants","Residency",2015,"Resident",25565
4,"waterfowl","participants","Residency",2015,"Nonresident",2799
4,"waterfowl","participants","Residency",2016,"Resident",25204
4,"waterfowl","participants","Residency",2016,"Nonresident",2819
4,"waterfowl","participants","county",2015,"Adair",31
4,"waterfowl","participants","county",2015,"Adams",43
4,"waterfowl","participants","county",2015,"Allamakee",181
4,"waterfowl","participants","county",2015,"Appanoose",112
4,"waterfowl","participants","county",2015,"Audubon",17
4,"waterfowl","participants","county",2015,"Benton",268
4,"waterfowl","participants","county",2015,"Black Hawk",761
4,"waterfowl","participants","county",2015,"Boone",272
4,"waterfowl","participants","county",2015,"Bremer",402
4,"waterfowl","participants","county",2015,"Buchanan",228
4,"waterfowl","participants","county",2015,"Buena Vista",211
4,"waterfowl","participants","county",2015,"Butler",386
4,"waterfowl","participants","county",2015,"Calhoun",90
4,"waterfowl","participants","county",2015,"Carroll",173
4,"waterfowl","participants","county",2015,"Cass",91
4,"waterfowl","participants","county",2015,"Cedar",151
4,"waterfowl","participants","county",2015,"Cerro Gordo",689
4,"waterfowl","participants","county",2015,"Cherokee",83
4,"waterfowl","participants","county",2015,"Chickasaw",157
4,"waterfowl","participants","county",2015,"Clarke",64
4,"waterfowl","participants","county",2015,"Clay",347
4,"waterfowl","participants","county",2015,"Clayton",214
4,"waterfowl","participants","county",2015,"Clinton",667
4,"waterfowl","participants","county",2015,"Crawford",61
4,"waterfowl","participants","county",2015,"Dallas",395
4,"waterfowl","participants","county",2015,"Davis",46
4,"waterfowl","participants","county",2015,"Decatur",32
4,"waterfowl","participants","county",2015,"Delaware",88
4,"waterfowl","participants","county",2015,"Des Moines",699
4,"waterfowl","participants","county",2015,"Dickinson",570
4,"waterfowl","participants","county",2015,"Dubuque",460
4,"waterfowl","participants","county",2015,"Emmet",296
4,"waterfowl","participants","county",2015,"Fayette",153
4,"waterfowl","participants","county",2015,"Floyd",223
4,"waterfowl","participants","county",2015,"Franklin",125
4,"waterfowl","participants","county",2015,"Fremont",174
4,"waterfowl","participants","county",2015,"Greene",72
4,"waterfowl","participants","county",2015,"Grundy",146
4,"waterfowl","participants","county",2015,"Guthrie",102
4,"waterfowl","participants","county",2015,"Hamilton",180
4,"waterfowl","participants","county",2015,"Hancock",187
4,"waterfowl","participants","county",2015,"Hardin",213
4,"waterfowl","participants","county",2015,"Harrison",144
4,"waterfowl","participants","county",2015,"Henry",149
4,"waterfowl","participants","county",2015,"Howard",69
4,"waterfowl","participants","county",2015,"Humboldt",157
4,"waterfowl","participants","county",2015,"Ida",70
4,"waterfowl","participants","county",2015,"Iowa",196
4,"waterfowl","participants","county",2015,"Jackson",368
4,"waterfowl","participants","county",2015,"Jasper",306
4,"waterfowl","participants","county",2015,"Jefferson",58
4,"waterfowl","participants","county",2015,"Johnson",618
4,"waterfowl","participants","county",2015,"Jones",159
4,"waterfowl","participants","county",2015,"Keokuk",80
4,"waterfowl","participants","county",2015,"Kossuth",312
4,"waterfowl","participants","county",2015,"Lee",352
4,"waterfowl","participants","county",2015,"Linn",1027
4,"waterfowl","participants","county",2015,"Louisa",427
4,"waterfowl","participants","county",2015,"Lucas",97
4,"waterfowl","participants","county",2015,"Lyon",133
4,"waterfowl","participants","county",2015,"Madison",155
4,"waterfowl","participants","county",2015,"Mahaska",133
4,"waterfowl","participants","county",2015,"Marion",291
4,"waterfowl","participants","county",2015,"Marshall",286
4,"waterfowl","participants","county",2015,"Mills",171
4,"waterfowl","participants","county",2015,"Mitchell",120
4,"waterfowl","participants","county",2015,"Monona",88
4,"waterfowl","participants","county",2015,"Monroe",73
4,"waterfowl","participants","county",2015,"Montgomery",95
4,"waterfowl","participants","county",2015,"Muscatine",745
4,"waterfowl","participants","county",2015,"O'Brien",221
4,"waterfowl","participants","county",2015,"Osceola",97
4,"waterfowl","participants","county",2015,"Page",129
4,"waterfowl","participants","county",2015,"Palo Alto",272
4,"waterfowl","participants","county",2015,"Plymouth",167
4,"waterfowl","participants","county",2015,"Pocahontas",72
4,"waterfowl","participants","county",2015,"Polk",2063
4,"waterfowl","participants","county",2015,"Pottawattamie",738
4,"waterfowl","participants","county",2015,"Poweshiek",122
4,"waterfowl","participants","county",2015,"Ringgold",61
4,"waterfowl","participants","county",2015,"Sac",159
4,"waterfowl","participants","county",2015,"Scott",1058
4,"waterfowl","participants","county",2015,"Shelby",89
4,"waterfowl","participants","county",2015,"Sioux",266
4,"waterfowl","participants","county",2015,"Story",508
4,"waterfowl","participants","county",2015,"Tama",139
4,"waterfowl","participants","county",2015,"Taylor",52
4,"waterfowl","participants","county",2015,"Union",124
4,"waterfowl","participants","county",2015,"Van Buren",77
4,"waterfowl","participants","county",2015,"Wapello",108
4,"waterfowl","participants","county",2015,"Warren",500
4,"waterfowl","participants","county",2015,"Washington",207
4,"waterfowl","participants","county",2015,"Wayne",41
4,"waterfowl","participants","county",2015,"Webster",288
4,"waterfowl","participants","county",2015,"Winnebago",248
4,"waterfowl","participants","county",2015,"Winneshiek",86
4,"waterfowl","participants","county",2015,"Woodbury",577
4,"waterfowl","participants","county",2015,"Worth",162
4,"waterfowl","participants","county",2015,"Wright",197
4,"waterfowl","participants","county",2016,"Adair",26
4,"waterfowl","participants","county",2016,"Adams",41
4,"waterfowl","participants","county",2016,"Allamakee",172
4,"waterfowl","participants","county",2016,"Appanoose",104
4,"waterfowl","participants","county",2016,"Audubon",21
4,"waterfowl","participants","county",2016,"Benton",273
4,"waterfowl","participants","county",2016,"Black Hawk",715
4,"waterfowl","participants","county",2016,"Boone",258
4,"waterfowl","participants","county",2016,"Bremer",414
4,"waterfowl","participants","county",2016,"Buchanan",220
4,"waterfowl","participants","county",2016,"Buena Vista",221
4,"waterfowl","participants","county",2016,"Butler",406
4,"waterfowl","participants","county",2016,"Calhoun",92
4,"waterfowl","participants","county",2016,"Carroll",184
4,"waterfowl","participants","county",2016,"Cass",90
4,"waterfowl","participants","county",2016,"Cedar",128
4,"waterfowl","participants","county",2016,"Cerro Gordo",669
4,"waterfowl","participants","county",2016,"Cherokee",86
4,"waterfowl","participants","county",2016,"Chickasaw",159
4,"waterfowl","participants","county",2016,"Clarke",69
4,"waterfowl","participants","county",2016,"Clay",326
4,"waterfowl","participants","county",2016,"Clayton",200
4,"waterfowl","participants","county",2016,"Clinton",664
4,"waterfowl","participants","county",2016,"Crawford",51
4,"waterfowl","participants","county",2016,"Dallas",387
4,"waterfowl","participants","county",2016,"Davis",43
4,"waterfowl","participants","county",2016,"Decatur",37
4,"waterfowl","participants","county",2016,"Delaware",101
4,"waterfowl","participants","county",2016,"Des Moines",725
4,"waterfowl","participants","county",2016,"Dickinson",533
4,"waterfowl","participants","county",2016,"Dubuque",481
4,"waterfowl","participants","county",2016,"Emmet",281
4,"waterfowl","participants","county",2016,"Fayette",144
4,"waterfowl","participants","county",2016,"Floyd",210
4,"waterfowl","participants","county",2016,"Franklin",132
4,"waterfowl","participants","county",2016,"Fremont",170
4,"waterfowl","participants","county",2016,"Greene",67
4,"waterfowl","participants","county",2016,"Grundy",150
4,"waterfowl","participants","county",2016,"Guthrie",97
4,"waterfowl","participants","county",2016,"Hamilton",177
4,"waterfowl","participants","county",2016,"Hancock",189
4,"waterfowl","participants","county",2016,"Hardin",210
4,"waterfowl","participants","county",2016,"Harrison",126
4,"waterfowl","participants","county",2016,"Henry",145
4,"waterfowl","participants","county",2016,"Howard",70
4,"waterfowl","participants","county",2016,"Humboldt",142
4,"waterfowl","participants","county",2016,"Ida",65
4,"waterfowl","participants","county",2016,"Iowa",201
4,"waterfowl","participants","county",2016,"Jackson",358
4,"waterfowl","participants","county",2016,"Jasper",276
4,"waterfowl","participants","county",2016,"Jefferson",59
4,"waterfowl","participants","county",2016,"Johnson",623
4,"waterfowl","participants","county",2016,"Jones",136
4,"waterfowl","participants","county",2016,"Keokuk",68
4,"waterfowl","participants","county",2016,"Kossuth",324
4,"waterfowl","participants","county",2016,"Lee",331
4,"waterfowl","participants","county",2016,"Linn",1003
4,"waterfowl","participants","county",2016,"Louisa",450
4,"waterfowl","participants","county",2016,"Lucas",91
4,"waterfowl","participants","county",2016,"Lyon",132
4,"waterfowl","participants","county",2016,"Madison",159
4,"waterfowl","participants","county",2016,"Mahaska",119
4,"waterfowl","participants","county",2016,"Marion",282
4,"waterfowl","participants","county",2016,"Marshall",268
4,"waterfowl","participants","county",2016,"Mills",163
4,"waterfowl","participants","county",2016,"Mitchell",116
4,"waterfowl","participants","county",2016,"Monona",91
4,"waterfowl","participants","county",2016,"Monroe",73
4,"waterfowl","participants","county",2016,"Montgomery",112
4,"waterfowl","participants","county",2016,"Muscatine",752
4,"waterfowl","participants","county",2016,"O'Brien",213
4,"waterfowl","participants","county",2016,"Osceola",109
4,"waterfowl","participants","county",2016,"Page",133
4,"waterfowl","participants","county",2016,"Palo Alto",263
4,"waterfowl","participants","county",2016,"Plymouth",172
4,"waterfowl","participants","county",2016,"Pocahontas",69
4,"waterfowl","participants","county",2016,"Polk",2034
4,"waterfowl","participants","county",2016,"Pottawattamie",721
4,"waterfowl","participants","county",2016,"Poweshiek",112
4,"waterfowl","participants","county",2016,"Ringgold",51
4,"waterfowl","participants","county",2016,"Sac",150
4,"waterfowl","participants","county",2016,"Scott",1056
4,"waterfowl","participants","county",2016,"Shelby",68
4,"waterfowl","participants","county",2016,"Sioux",259
4,"waterfowl","participants","county",2016,"Story",528
4,"waterfowl","participants","county",2016,"Tama",159
4,"waterfowl","participants","county",2016,"Taylor",45
4,"waterfowl","participants","county",2016,"Union",116
4,"waterfowl","participants","county",2016,"Van Buren",86
4,"waterfowl","participants","county",2016,"Wapello",102
4,"waterfowl","participants","county",2016,"Warren",516
4,"waterfowl","participants","county",2016,"Washington",198
4,"waterfowl","participants","county",2016,"Wayne",38
4,"waterfowl","participants","county",2016,"Webster",290
4,"waterfowl","participants","county",2016,"Winnebago",245
4,"waterfowl","participants","county",2016,"Winneshiek",93
4,"waterfowl","participants","county",2016,"Woodbury",559
4,"waterfowl","participants","county",2016,"Worth",173
4,"waterfowl","participants","county",2016,"Wright",190
4,"waterfowl","participation rate","gender",2006,"Male",0.1172138
4,"waterfowl","participation rate","gender",2006,"Female",0.04068846
4,"waterfowl","participation rate","gender",2007,"Male",0.1218278
4,"waterfowl","participation rate","gender",2007,"Female",0.045656
4,"waterfowl","participation rate","gender",2008,"Male",0.1212942
4,"waterfowl","participation rate","gender",2008,"Female",0.04402738
4,"waterfowl","participation rate","gender",2009,"Male",0.1213431
4,"waterfowl","participation rate","gender",2009,"Female",0.04292737
4,"waterfowl","participation rate","gender",2010,"Male",0.121789
4,"waterfowl","participation rate","gender",2010,"Female",0.04387281
4,"waterfowl","participation rate","gender",2011,"Male",0.1220306
4,"waterfowl","participation rate","gender",2011,"Female",0.04493458
4,"waterfowl","participation rate","gender",2012,"Male",0.112494
4,"waterfowl","participation rate","gender",2012,"Female",0.03887163
4,"waterfowl","participation rate","gender",2013,"Male",0.1183195
4,"waterfowl","participation rate","gender",2013,"Female",0.04602899
4,"waterfowl","participation rate","gender",2014,"Male",0.1208103
4,"waterfowl","participation rate","gender",2014,"Female",0.04838884
4,"waterfowl","participation rate","gender",2015,"Male",0.1169345
4,"waterfowl","participation rate","gender",2015,"Female",0.04767519
4,"waterfowl","participation rate","gender",2016,"Male",0.1157444
4,"waterfowl","participation rate","gender",2016,"Female",0.04718955
4,"waterfowl","participation rate","age",2006,"0-17",0.05984068
4,"waterfowl","participation rate","age",2006,"18-24",0.1549177
4,"waterfowl","participation rate","age",2006,"25-34",0.1393046
4,"waterfowl","participation rate","age",2006,"35-44",0.1204746
4,"waterfowl","participation rate","age",2006,"45-54",0.1012336
4,"waterfowl","participation rate","age",2006,"55-64",0.1029097
4,"waterfowl","participation rate","age",2006,"65+",0.09559839
4,"waterfowl","participation rate","age",2007,"0-17",0.05637971
4,"waterfowl","participation rate","age",2007,"18-24",0.164125
4,"waterfowl","participation rate","age",2007,"25-34",0.1449065
4,"waterfowl","participation rate","age",2007,"35-44",0.1251412
4,"waterfowl","participation rate","age",2007,"45-54",0.108077
4,"waterfowl","participation rate","age",2007,"55-64",0.1089006
4,"waterfowl","participation rate","age",2007,"65+",0.09531678
4,"waterfowl","participation rate","age",2008,"0-17",0.05326185
4,"waterfowl","participation rate","age",2008,"18-24",0.164166
4,"waterfowl","participation rate","age",2008,"25-34",0.1470317
4,"waterfowl","participation rate","age",2008,"35-44",0.1244183
4,"waterfowl","participation rate","age",2008,"45-54",0.10731
4,"waterfowl","participation rate","age",2008,"55-64",0.1098329
4,"waterfowl","participation rate","age",2008,"65+",0.08928044
4,"waterfowl","participation rate","age",2009,"0-17",0.05230486
4,"waterfowl","participation rate","age",2009,"18-24",0.1667465
4,"waterfowl","participation rate","age",2009,"25-34",0.1485464
4,"waterfowl","participation rate","age",2009,"35-44",0.1240086
4,"waterfowl","participation rate","age",2009,"45-54",0.1094546
4,"waterfowl","participation rate","age",2009,"55-64",0.1083086
4,"waterfowl","participation rate","age",2009,"65+",0.08490133
4,"waterfowl","participation rate","age",2010,"0-17",0.05339439
4,"waterfowl","participation rate","age",2010,"18-24",0.1737455
4,"waterfowl","participation rate","age",2010,"25-34",0.1495702
4,"waterfowl","participation rate","age",2010,"35-44",0.1251519
4,"waterfowl","participation rate","age",2010,"45-54",0.1103357
4,"waterfowl","participation rate","age",2010,"55-64",0.1094648
4,"waterfowl","participation rate","age",2010,"65+",0.07823532
4,"waterfowl","participation rate","age",2011,"0-17",0.05202997
4,"waterfowl","participation rate","age",2011,"18-24",0.1755196
4,"waterfowl","participation rate","age",2011,"25-34",0.1512302
4,"waterfowl","participation rate","age",2011,"35-44",0.126867
4,"waterfowl","participation rate","age",2011,"45-54",0.1111134
4,"waterfowl","participation rate","age",2011,"55-64",0.110795
4,"waterfowl","participation rate","age",2011,"65+",0.0740681
4,"waterfowl","participation rate","age",2012,"0-17",0.04669182
4,"waterfowl","participation rate","age",2012,"18-24",0.1615946
4,"waterfowl","participation rate","age",2012,"25-34",0.1416554
4,"waterfowl","participation rate","age",2012,"35-44",0.1152756
4,"waterfowl","participation rate","age",2012,"45-54",0.1047601
4,"waterfowl","participation rate","age",2012,"55-64",0.1014624
4,"waterfowl","participation rate","age",2012,"65+",0.06529456
4,"waterfowl","participation rate","age",2013,"0-17",0.05447012
4,"waterfowl","participation rate","age",2013,"18-24",0.1751032
4,"waterfowl","participation rate","age",2013,"25-34",0.1547497
4,"waterfowl","participation rate","age",2013,"35-44",0.1202285
4,"waterfowl","participation rate","age",2013,"45-54",0.1090406
4,"waterfowl","participation rate","age",2013,"55-64",0.1033851
4,"waterfowl","participation rate","age",2013,"65+",0.06298044
4,"waterfowl","participation rate","age",2014,"0-17",0.05775497
4,"waterfowl","participation rate","age",2014,"18-24",0.1819428
4,"waterfowl","participation rate","age",2014,"25-34",0.1612573
4,"waterfowl","participation rate","age",2014,"35-44",0.12111
4,"waterfowl","participation rate","age",2014,"45-54",0.1105153
4,"waterfowl","participation rate","age",2014,"55-64",0.1042353
4,"waterfowl","participation rate","age",2014,"65+",0.06294719
4,"waterfowl","participation rate","age",2015,"0-17",0.05373048
4,"waterfowl","participation rate","age",2015,"18-24",0.1808906
4,"waterfowl","participation rate","age",2015,"25-34",0.1577609
4,"waterfowl","participation rate","age",2015,"35-44",0.1159091
4,"waterfowl","participation rate","age",2015,"45-54",0.1081362
4,"waterfowl","participation rate","age",2015,"55-64",0.1008467
4,"waterfowl","participation rate","age",2015,"65+",0.06047627
4,"waterfowl","participation rate","age",2016,"0-17",0.05520393
4,"waterfowl","participation rate","age",2016,"18-24",0.1745855
4,"waterfowl","participation rate","age",2016,"25-34",0.1602163
4,"waterfowl","participation rate","age",2016,"35-44",0.116529
4,"waterfowl","participation rate","age",2016,"45-54",0.1109507
4,"waterfowl","participation rate","age",2016,"55-64",0.09848788
4,"waterfowl","participation rate","age",2016,"65+",0.0569749
4,"waterfowl","participation rate","Residency",2006,"Resident",0.1189132
4,"waterfowl","participation rate","Residency",2006,"Nonresident",0.08538382
4,"waterfowl","participation rate","Residency",2007,"Resident",0.1228812
4,"waterfowl","participation rate","Residency",2007,"Nonresident",0.09140898
4,"waterfowl","participation rate","Residency",2008,"Resident",0.1205717
4,"waterfowl","participation rate","Residency",2008,"Nonresident",0.09568104
4,"waterfowl","participation rate","Residency",2009,"Resident",0.1195516
4,"waterfowl","participation rate","Residency",2009,"Nonresident",0.09768175
4,"waterfowl","participation rate","Residency",2010,"Resident",0.1190408
4,"waterfowl","participation rate","Residency",2010,"Nonresident",0.1025413
4,"waterfowl","participation rate","Residency",2011,"Resident",0.1188437
4,"waterfowl","participation rate","Residency",2011,"Nonresident",0.102908
4,"waterfowl","participation rate","Residency",2012,"Resident",0.1090795
4,"waterfowl","participation rate","Residency",2012,"Nonresident",0.09290838
4,"waterfowl","participation rate","Residency",2013,"Resident",0.1149489
4,"waterfowl","participation rate","Residency",2013,"Nonresident",0.09584079
4,"waterfowl","participation rate","Residency",2014,"Resident",0.1162512
4,"waterfowl","participation rate","Residency",2014,"Nonresident",0.1074166
4,"waterfowl","participation rate","Residency",2015,"Resident",0.1121552
4,"waterfowl","participation rate","Residency",2015,"Nonresident",0.1069382
4,"waterfowl","participation rate","Residency",2016,"Resident",0.1103034
4,"waterfowl","participation rate","Residency",2016,"Nonresident",0.1107662
4,"waterfowl","participation rate","county",2015,"Adair",0.03451723
4,"waterfowl","participation rate","county",2015,"Adams",0.06951892
4,"waterfowl","participation rate","county",2015,"Allamakee",0.06510812
4,"waterfowl","participation rate","county",2015,"Appanoose",0.06666298
4,"waterfowl","participation rate","county",2015,"Audubon",0.02798455
4,"waterfowl","participation rate","county",2015,"Benton",0.09309596
4,"waterfowl","participation rate","county",2015,"Black Hawk",0.1247732
4,"waterfowl","participation rate","county",2015,"Boone",0.120453
4,"waterfowl","participation rate","county",2015,"Bremer",0.135978
4,"waterfowl","participation rate","county",2015,"Buchanan",0.0805877
4,"waterfowl","participation rate","county",2015,"Buena Vista",0.1421685
4,"waterfowl","participation rate","county",2015,"Butler",0.1572419
4,"waterfowl","participation rate","county",2015,"Calhoun",0.09511416
